,Part,Sentence,token_count,annotation
338,SentiAnno1 ,"Die jüdische Confessio» cxistirt nicht als gesetzlich recivirle Religion; der erste Schritt«den die Juden zu thun hätten, ist also, alle jene Vorbedingungen zuerwerben, um in die Reihe der recipirlen Religionen eintreten zukönnen: sie mögen hervortreten und Gelegenheit finden zu derErklärung, daß sie eine der modernen Civilisation und denAnforderungen der Zeit entsprechende Stellung einnehmt»wollen, daß sie feierlich entsagen all jenen Scheidemauernder Traditionen, durch welche sie eine Verschmelzung mit Bewußtsein bisher unmöglich gemacht; aber sie, mögen nichtschmähen, nickt das System befolgen, welches ich hier von Schrittzu Schritt nachzuweisen verniöchte: sie mögen eS beweisen, daßsie, auf die historische und ethische Basis der Nation sich begebend,mit derselben auch sich verschmelzen wollen (Altstimmung links),denn auf jene historische Basis wird kein Gewicht gelegt, wobeiEiner sich als ungarischer Staatsbürger bekennt und dann überden Berlust Jerusalems lauientirt.",129,negative
339,SentiAnno1 ,"Nicht an uns ist die Reihe, sondern an der Judenschaft; siemöge aufrichtig und offen handeln.",15,neutral
340,SentiAnno1 ,"Redner macht der Regierung de« Vorwurf, durch »h«Haltung die gegenwärtige Situation und noch mehr das Grobwerd«»des Antisemitismus verschuldet zu haben.",20,negative
341,SentiAnno1 ,"Die Regierung habe MtJahren geduldet, daß der Antisemitismus gepredigt werde, daß bw«im Schoße ihrer Partei geschehe» konnte; sie hat erst dann «kngr-grissen, als die Krankheit schon weite Kreise erfaßt hat« Redlterkennt keine Judenfrage.",33,negative
342,SentiAnno1 ,"Diese-Vorgehen TiSza'S fei gleichbedeutend mit dem Aufgeben deS Rechts~ ll gfeit), brachte vor längerer Zeit einen Gesetzentwurf ein, der inmittenantisemitischen Bewegung vo» Herrn Paul» äußerst tactvoll dieUeberschrist „Gesetz über-Ehen zwischen Juden und Christen"" jtltfeU.Dann kam die Vorlage zur Verhandlung, in deren Verlaufder Minister-Präsident die Sacke in die Hand nahm, währendder Juftijminister mit einziger Ausnahme deffm.",55,negative
343,SentiAnno1 ,"DieVerbreitung dieser Gerüchte,: so, daß er Ezechisch lerne) daß in einerGesellschaft, in welcher er verkehre, häufig eine Puppe, welche einenJuden darstellt, an einen Galgen gehenkt werde n. f. w., schiebt Dr,Lueger dem deutsch-liberalen Wahlcomite in die Schuhe: « .weise bte*selben'ebenso zurück wie die Verleumdung, er "" habe Agitatoren derPolizei angezeigt.",50,negative
344,SentiAnno1 ,"Fast nur unter Eltern und Verwandten verkehrend, äußert er sich in vorwiegend freundlichem Sinne über -Inden und jüdische Dinge.",19,positive
345,SentiAnno1 ,"Aus der drangvollen Gegenwart retten wir uns zurück in den Bereich der Geschichte.Ein wunderbares Volk, diese Juden!",17,positive
346,SentiAnno1 ,"Eine Geschichte des JudenthumS in diesem Sinne,«lS eine Art Biographie deS ewigen Juden, dessen Bart sichin der Spitze stets verjüngt, wäre ein Buch, in welchem sichdie ganze BildnngSgeschichte der christlichen Menschheit aufsmerkwürdigste spiegeln würde.",34,neutral
347,SentiAnno1 ,Und von wem und was Allem soll dieserwuthmaßliche Geschichtschreiber des jüdischen Volkes nicht er-rühlen ?,15,negative
348,SentiAnno1 ,"Ein ganz unbedeutender Mann, feefiifcMaine gewiß erst bekannt wurde, als er auf denPlattsten zu lesen war, bewirbt sich um das Mandat eines Abgeordneten, und der Umstand, daß erüngeschent seinen Judenhaß bekennt, genügt, um ihm eineMinorität zu sichern, die sich in der Zahl der Stimmennur unwesentlich von der Majorität unterscheidet.",49,negative
349,SentiAnno1 ,"Woher also gerade dort dieser Haß, wohergerade dort diese nnbezwingliche Sehnsucht nach der Befreiung vom jüdischen Joche, nach der Vernichtung desVampyrs, welchem durch Curtaxen und theure Hausrentenohnehin viel von den aufgesogenen Säften des Volkes entzogen lvird?y Woher?",37,negative
350,SentiAnno1 ,"Die Menschen haben das Bedürfniß, für ihre Noth eine greifbare, anschauliche Ursache zuentdecken, und da zeigt man ihnen den Juden.",20,negative
351,SentiAnno1 ,Die psychologische Erklärung des Antisemitismus ist noch die am wenigsten abstoßende.,11,negative
352,SentiAnno1 ,Dagegen antworte man aufMe diese Fragen mit dem einzigen Worte: Jude!,11,negative
353,SentiAnno1 ,"Der wirthschastliche Rückgang streift dieschönsten Blüthen der politischen Freiheit ab, die Sorge umdie Nahrung tobtet den Enthusiasmus, und aus dieser Krankheit entspringt der Antisemitismus, Wer hat die jetzige Lageder Laudwirthschaft verschuldet?",31,negative
354,SentiAnno1 ,"O, was liegtdaran, es ist ja nur ein Jude.",9,negative
355,SentiAnno1 ,"Der Antisemitis-inus kann auch nicht aus der Meinung entspringen, daß dieJuden ansnahinslos die Repräsentanten der verknöchertenBourgeoisie find, denn wer hat diese mehr erschüttert, alsLaffalle und Marx?",26,mixed
356,SentiAnno1 ,"-Dietraurigen Folgen der heurigen Wahlcampagne dürften aber langenicht z» beseitigen seiff,' denff'die antisemitische Hetze hat die Leiden-,.",17,negative
357,SentiAnno1 ,"Auch'die Antisemiten und ihren Führer Stöcker mit dem ordinärenBiergesicht und dem leichtsinnigen Schwören schüttelte er ab.„Verbrauchtes Reizmittel!""",17,negative
358,SentiAnno1 ,"Türk (fortfahreud): Der Herr Abgeordnete hat sich wolgekränkt gefühlt, daß unsere Jugend antisemitisch geworden ist.",15,neutral
359,SentiAnno1 ,"): siehaben aber ihre Hand trotzdem niemals ausgestreckt, um die Volksschule herabzusetzen, obzwar es den Judenkindern am wenigsten verschlagen könnte, obzwar bei ihrer Geldgier im heißen Kampfeum den Besitz, den die Juden führen, es ihnen lieber fein niüßte,e,n dummes Volk vor sich zu haben.",44,negative
360,SentiAnno1 ,"In und vor dem „christlichen""Wahllocale wurden nach und nach die Rufe laut: „Prügeln wir dieJuden durch!""",16,negative
361,SentiAnno1 ,"Als um 6 Uhr das Scru-tinium im Turnsaale der Mädchenschule aufgenommen wurde, drangendie Antisemiten auch dort ein und trieben ihr Unwesen.",21,negative
362,SentiAnno1 ,"ES ergibt sichans denselben, daß die hochherzige Stiftung einestheils gemeinnützigen und humanen Einrichtungen für Bedürftige ohne Unterschied derConfession in Galizien und der Bukowina dient, anderntheilS dieAbsicht verfolgt, die heranwachsende Generation der jüdischen Bevölkerung — gleichfalls in Galizien und der Bukowina — derVerwahrlosung und Versunkenheit zu entreißen und sie durch Errichtung entspredzender Schulen dem gewerblichen Stande, sowiedem Ackerbau und dem Handwerke zuzuführen.",61,positive
363,SentiAnno1 ,Durch Gewährung von Beiträgen für dieErrichtung jüdischer Schulen.,8,neutral
364,SentiAnno1 ,DurchPlacirnng jüdischer Lehrlinge 'bei tüchtigen Handwerkern oderLandwirkhen zur praktischen Erlernung des Handwerkes und derLandwirlhschaft.,14,positive
365,SentiAnno1 ,"Dnrch Gewährung von Stipendien oderanderweitigen Unterstützungen für israelitische Kinder, welchegewerbliche Fach-, Handwerker- oder gewerbliche Fortbildungsschulen besuchen.",16,neutral
366,SentiAnno1 ,Durch Gewährung von Unterstützungen oderunverzinslichen Darlehen an israelitische Handwerker und Ackerbautreibende.,11,neutral
367,SentiAnno1 ,"Die Anziehungskraft deS Antisemitismusdieses seltsamen Bastards von Socialismus und Reaction,welcher das Ende der hundertjährigen Entwicklung seit derErklärung der Menschenrechte bezeichnet, ist eher gewachsen»als daß sie abgenommen hätte.",27,negative
368,SentiAnno1 ,"Die Ermäßigung der Grundsteuer müßte aber auch progressiv durchgeführt und derkleine Mann, nicht der Großgrundbesitz entlastet werden.Der Finanzminister hat so häufig mit Juden zu thun, und so wie dieZoll- und Postbeamten, die mit Juden zu thun haben, Antisemiten1.",38,mixed
369,SentiAnno1 ,"Da dieselben grundsätzlich gegen jede Zuständigkeits-Bewilligung an einen Juden stimmen, zu einer Erledigung ex commissiono aber die Einstimmigkeiterforderlich ist, so wird von nun an jedes dieser Ansuchen erst andie zweite Section geleitet werden müssen, welche, ohnehin mit Arbeitüberbürdet, nun auch diese Agenden erledigen muß.",44,negative
370,SentiAnno1 ,Kein Jude darf länger Land besitzenoder bewirthschaften.,7,negative
371,SentiAnno1 ,"Um die Strenge des Erlasses zu verschärfen und dessen Spielraum zu erweitern,haben die Behörden viele hundert kleine Städte der Kategorieder Landdvrfer zugezählt und die Juden aus diesen Städtenvertrieben.",28,negative
372,SentiAnno1 ,"Alle Juden, welche außerhalb der ihnen alsWohnsitz angewiesenen sechzehn Gubernien ansässig sind, sollenausgewiesen werden, was die Ausweisung der jüdischenKaufleute aus solchen Handelsstädten wie Riga, Libau, Rostowbedingt.",26,neutral
373,SentiAnno1 ,"Älle diese Wahlaufrufetreten mit mannhafter Entschiedenheit der antisemitischenBrutalität entgegen, sie weisen auf die kostbaren, inschweren und langen Kämpfen erstrittenen Volksgüterhin, welche durch das Bündniß des Clericalismüsmit dem christlich-socialen und dem hochverrätherischenSocialismus bedroht sind, sie geißeln mit rücksichtsloser Schärfe die schamlose Verlogenheit, mit welcherder Antisemitismus seinen Kampf führt, sie heben die traurigen Folgen hervor, welche die Verhetzung der Bevölkerung,die Aufstachelung aller bösen Jnstincte bereits nach sich gezogen hat und noch nach sich ziehen wird.",73,negative
374,SentiAnno1 ,Für all diese Gesichtspunkte ist der Antisemitismusvöllig unempfänglich.,8,negative
375,SentiAnno1 ,"Er erging sich in heftigen Auslassungengegen die Juden und beinerkte, es wäre eine Schande für unser Jahrhundert, wenn die Millionen arischer Bevölkerung sich nicht desHäusleins Semiten entledigen konnten.",28,negative
376,SentiAnno1 ,"Pölten überbot an antisemitischen Expectorationen den Vorrednerund richtete die Bitte an die Elite der Gesellschaft, den Beamtenstand,daß er sich des christlichen Volkes erbarmen und nutz christlich-anti-semitische Candidaten wählen möge.",29,negative
377,SentiAnno1 ,"Die Antisemiten,sagte der Redner, haben bis jetzt noch gar nichts geleistet.",11,negative
378,SentiAnno1 ,"78, Praterstern, Bilder-Preisliste» auf Wunsch frei sendet.Daß die Reaction die antisemitische Strömung benützenwürde, um über die Juden herzufallen, war vorauszusehen.Besitz, Pacht und Bewirthschaftung von Grund und Boden,sowie Universitäts-Besuch wurden ihnen verboten, vom flachen Lande wurden sie vertrieben, nur in sechzehn Gouvernements dürfen sie im Ghetto wohnen — man will sie zumSchacher zwingen, um ihnen denselben dann vorzuwerfen.London hielt darüber ein Protestmeeting und beschloß, eineDeputat on nach Petersburg zu schicken.",69,negative
379,SentiAnno1 ,"Der Antisemitismus ist am besten dadurch gekennzeichnet, daß er am stärksten in jenen Kron-ländern auftritt, wo die Juden, das ausschließliche Zielseiner Waffen, gar nicht oder fast gar nicht vorhanden sind.Der Antisemitismus ist keine politische Ueberzeugung, sondern ein Ausbruch entfesselter Leidenschaften, und Earnerihat ihn wol richtig erklärt, indem er ihn als eine Verwilderung der Menschen durch die Noth bezeichnete, welche, wenneS keine Juden gäbe, einen andern Namen hätte, abergleichwol vorhanden wäre.Schwerer ist es für den Deutsch-Oesterreicher, sich demEinflüsse der extrem-nationalen Richtung zu entziehen, dennsie ist ein natürliches Ergebniß deS Gegendruckes, den derviekjährige auf die Deutschen ausgeübte Druck hervorgerufenhat.",97,negative
380,SentiAnno1 ,"Ein College sollte dieser Tageüber eine antisemitische Versanimlung Bericht erstatten —eine unerfreuliche Aufgabe für den Vertreter eines liberalenBlattes, Er wurde auch gleich beim Eingang verhört, wer ersei, was er wolle.",30,negative
381,SentiAnno1 ,In diesem Kampfe sei der Jude ein Hauptobject des Angriffes.,10,negative
382,SentiAnno1 ,"Herr Metzlererzählte ferner, daß er Juden schon Wohlthäten erwiesen habe, allerdings nicht aus seinem Eigenen.",15,negative
383,SentiAnno1 ,"Ein Antisemit, der nicht für Aus-nahmsgesetze sei, verstoße gegen den obersten Glaubensartikel derAntisemiten.",13,neutral
384,SentiAnno1 ,"Erst kürzlich wurdeüber eine Verhandlung berichtet, die einen Raufhandel zum Gegenstände hatte, bei welchem einem israelitischen Gewerbeschüler in Währing von einem antisemitischen Schulkameraden mit einem Messer einAuge ausgestochen wurde.",29,negative
385,SentiAnno1 ,"Die Mutter Kapella's sagte deßhalb zu mir: „Wart', Judenbub',du wirst es noch von meinem Buben zu büßen haben.""",18,negative
386,SentiAnno1 ,"Mai auf seineSchmähung nichts erwiderte, rief er: „Aha, der Judenbub' hat keineCourage!""",12,negative
387,SentiAnno1 ,"DieGährung nahm derart überhand, daß die Juden, wo sie sichzeigten, an dem Leben bedroht wurden und einige auch körperliche Verletzungen erlitten, außerdem wurden bei mehreren angesehenen Kaufleuten sämmtliche Fensterscheiben nächtlicherweisezertrümmert.",30,negative
388,SentiAnno1 ,"Ein folgender Redner, P e k l o, polemisirte in scharfen Worten gegen die „Oificiellen""und warf der Parteileitung vor, daß sie in der antisemitischen Frageinconsequent und unaufrichtig vorgegangen sei.",29,negative
389,SentiAnno1 ,"Erst commandireman die Arbeitermassen in die antisemitischen Versammlungen, umdann tapfer zum Rückzüge zu blasen; erst beschuldige man die „Unabhängigen"" des Philosemitismus, dann wieder des Antisemitismusund Anarchismus.",26,negative
390,SentiAnno1 ,".. Soweil darf es nicht kommen, daß eine Partei, welche Tücke, Arglist und Niedertracht auf ihr Banner geschrieben hat, daS großeWort führt und die Welt glauben macht: „In unserem Lager istOesterreich!“Der Antisemitismus, wie er sich in der allerletzten Zeit entfaltet hat, ist in Tollheit und Tobsucht verfallen.",47,negative
391,SentiAnno1 ,"Statt, daßdie Gesammtheit sich einmüthig auf diese Epidcmiegefahr vorbereitet, trachtet man dieselbe noch zu verdoppeln, zu verzehnfachen,indem man den ungebildeten, leichtgläubigen Theil der Bevölkerungaufwiegelt, ihn gegen die behördlichen Erlässe aufstachelt uud ihmdas mittelalterliche Märchen aufbürdet, Juden und Cholera seienmit einander identisch.Ob solchen gemeingefährlichen Individuen der Schutz derparlamentarischen Immunität zukommen darf, das zu entscheidensteht dem Staatsanwalte zn; eS ist nicht unsere Sache, der Behörde vorzugreifen.",64,negative
392,SentiAnno1 ,"Der Zeitpunkt ist gekommen, da es sich aufraffenheißt, da Jeder seine Stimme abgeben soll, der bisher geschwiegen, in der Meinung, die verderbliche Bewegung des Antisemitismus werde im Sande verlausen.",29,negative
394,SentiAnno1 ,"Es hat nichtverhindert werden können, daß Antisemiten-Führer vomSchlage der Böckel und Liebermann zu Reichstags-Abgeordneten gewählt wurden, obwol auch dies schon der Vertretung des deutschen Volkes nicht zur Ehre gereichte; aber daßnun auch in der Person Ahlwardt's der gemeinste Geschäfts-und Radau-Antisemitismus parlamentsfähig zu werden droht,ist eine Schmach für die Nation, die.",50,negative
395,SentiAnno1 ,"Und wenn dieConservativen den Judenparagraph in ihr Programm hinein-revidiren, so werden sie vergebens sich dagegen verwahrenzu Werkzeugen Ahlwardt's geworden zu sein, von dem siewähnten, daß er das ihrige sei.",29,negative
396,SentiAnno1 ,"Die von antisemitischer Seite angeregte CandidaturRohling's ist, wie die Cons.",10,neutral
397,SentiAnno1 ,"Dieser Act wurde durcheine Sammlung ermöglicht, welche vom Vorstandsmitgliede derWiener israelitischen Cultusgemeinde, Herrn G. T a u s s i g, angeregtund von dem im XV.",26,neutral
398,SentiAnno1 ,"Sie hat sich mitdem Antisemitismus, dem Typus der blinden Zerstörungswuth, verbündet, istit seinem unchristlichen und unmenschlichenCtznismus sich befleckt, seine Schmach getheilt, und ist dochin ihrer Hoffnung, sich seiner zur Vergrößerung ihrer MachtMienen zu können, betrogen worden.",36,negative
399,SentiAnno1 ,"Weil einTheil der neuen Gewehre auch bei der Privat-Jndustrie bestellt wurde und weil an der Spitze der betreffenden Fabrikein Jude stand, wurde die neue Waffe von einem Anti-semiten-Häuptling in einer eigenen Broschüre „Judenflinten""als untauglich verschrien.",35,negative
400,SentiAnno1 ,In der That ist der Antisemitismus ein Maraudeur aus dem Ende des dreißigjährigenKrieges.,13,negative
401,SentiAnno1 ,So ist bei den Antisemiten nichts als Jauche und Erpressung zu finden.Dennoch kann man das geäuderte Programm der Con-servativen nicht tragisch nehmen.,22,negative
402,SentiAnno1 ,"Deut nachden Juden nächstältesten Volke der Erde, dem armenischen,geht es auch ans Leben, da ihrem Patriarchen die Güterund Klöster genommen werden.",21,negative
